LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
0,0,5,3,9,0,10,5,4,7,8,9879,13696,8293,19348,10938,10766,5848,1898,2994,6320,2202,1203,-1
0,0,5,3,8,0,10,5,4,7,8,9879,13696,8293,19348,10938,10766,5848,1898,2994,6320,2202,1203,-1
0,0,5,3,8,0,10,5,4,7,8,9879,13695,8293,19348,10938,10766,5848,1898,2994,6320,2202,1203,-1
0,0,5,3,8,0,10,5,4,7,8,9879,13695,8293,19348,10938,10766,5848,1898,2993,6320,2202,1203,-1
0,0,6,3,8,0,10,5,4,7,8,9879,13695,8293,19348,10938,10766,5848,1898,2993,6320,2202,1203,-1
0,0,6,3,8,0,10,5,4,7,8,9879,13695,8293,19348,10938,10766,5848,1897,2993,6320,2202,1203,-1
0,0,6,3,8,0,10,5,4,7,8,9879,13695,8293,19348,10938,10766,5848,1897,2993,6320,2201,1203,-1
0,0,6,3,8,0,10,5,4,7,8,9879,13695,8292,19348,10938,10766,5848,1897,2993,6320,2201,1203,-1
0,0,6,3,8,0,10,5,4,7,8,9879,13695,8292,19348,10938,10766,5848,1897,2993,6320,2201,1202,-1
0,0,6,3,8,1,10,5,4,7,8,9879,13695,8292,19348,10938,10766,5848,1897,2993,6320,2201,1202,-1
0,0,6,3,8,1,10,5,4,7,8,9879,13695,8292,19348,10938,10766,5848,1897,2993,6320,2200,1202,-1
0,0,6,3,8,0,10,5,4,7,8,9879,13695,8292,19348,10938,10766,5848,1897,2993,6320,2200,1202,-1
0,0,6,3,8,0,10,5,4,7,8,9879,13695,8292,19348,10937,10766,5848,1897,2993,6320,2200,1202,-1
0,0,6,3,8,1,10,5,4,7,8,9879,13695,8292,19348,10937,10766,5848,1897,2993,6320,2200,1202,-1
0,0,6,3,8,0,10,5,4,7,8,9879,13695,8293,19348,10937,10766,5848,1897,2993,6320,2200,1202,-1
0,0,6,3,8,0,10,6,4,7,8,9879,13695,8293,19348,10937,10766,5848,1897,2993,6320,2200,1202,-1
0,0,6,3,8,1,10,6,4,7,8,9879,13695,8293,19348,10937,10766,5848,1897,2993,6320,2200,1202,-1
0,0,6,3,8,1,10,6,4,8,8,9879,13695,8293,19348,10937,10766,5848,1897,2993,6320,2200,1202,-1
0,0,6,3,8,1,10,6,4,8,8,9879,13695,8293,19349,10937,10766,5848,1897,2993,6320,2200,1202,-1
0,0,6,3,8,1,10,6,4,8,9,9879,13695,8293,19349,10937,10766,5848,1897,2993,6320,2200,1202,-1
0,0,6,3,8,1,10,6,4,8,9,9878,13695,8293,19349,10937,10766,5848,1897,2993,6320,2200,1202,-1
0,0,6,3,8,1,10,6,4,8,9,9878,13695,8293,19349,10937,10766,5848,1897,2993,6321,2200,1202,-1
0,0,6,3,8,1,10,6,4,9,9,9878,13695,8293,19349,10937,10766,5848,1897,2993,6321,2200,1202,-1
0,0,6,3,8,0,10,6,4,9,9,9878,13695,8293,19349,10937,10766,5848,1897,2993,6321,2200,1202,-1
0,0,6,3,8,1,10,6,4,9,9,9878,13695,8293,19349,10938,10766,5848,1897,2993,6321,2200,1202,-1
0,0,6,3,8,1,10,6,4,9,9,9878,13695,8293,19349,10938,10767,5848,1897,2993,6321,2200,1202,-1
0,0,6,3,8,1,10,6,4,9,9,9878,13695,8293,19349,10937,10767,5848,1897,2993,6321,2200,1202,-1
0,0,6,3,8,1,9,6,4,9,9,9878,13695,8293,19349,10937,10767,5848,1897,2993,6321,2200,1202,-1
0,0,6,3,8,1,8,6,4,9,9,9878,13695,8293,19349,10937,10767,5848,1897,2993,6321,2200,1202,-1
0,0,6,3,8,0,8,6,4,9,9,9878,13695,8293,19349,10937,10767,5848,1897,2993,6321,2200,1202,-1
0,0,6,3,8,0,8,6,4,9,9,9878,13695,8293,19349,10937,10767,5848,1897,2993,6322,2200,1202,-1
0,0,6,3,8,0,8,6,4,9,9,9878,13695,8293,19349,10937,10768,5848,1897,2993,6322,2200,1202,-1
0,0,6,3,8,0,8,6,4,9,9,9878,13695,8293,19349,10937,10768,5848,1897,2993,6322,2201,1202,-1
0,0,6,3,8,0,8,6,4,9,9,9877,13695,8293,19349,10937,10768,5848,1897,2993,6322,2201,1202,-1
0,0,6,3,8,1,8,6,4,9,9,9877,13695,8293,19349,10937,10768,5848,1897,2993,6322,2201,1202,-1
0,0,6,3,8,1,8,6,4,9,9,9877,13695,8293,19349,10937,10768,5848,1896,2993,6322,2201,1202,-1
0,0,6,3,8,1,8,6,4,9,9,9877,13695,8293,19349,10937,10768,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,0,8,6,4,9,9,9877,13695,8293,19349,10937,10768,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,1,8,6,4,9,9,9877,13696,8293,19349,10937,10768,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,1,8,6,4,9,9,9877,13696,8293,19349,10938,10768,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,0,8,6,4,9,9,9877,13696,8293,19349,10938,10768,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,1,8,6,4,9,9,9877,13696,8293,19349,10939,10768,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,1,9,6,4,9,9,9877,13696,8293,19349,10939,10768,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,1,9,6,4,9,9,9876,13696,8293,19349,10939,10768,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,1,9,6,4,9,9,9876,13696,8293,19349,10939,10769,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,1,9,6,4,9,9,9876,13696,8293,19349,10940,10769,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,1,9,6,4,9,9,9876,13695,8293,19349,10940,10769,5848,1896,2993,6322,2201,1201,-1
0,0,5,3,8,1,9,6,4,9,9,9876,13695,8293,19349,10940,10769,5848,1896,2993,6322,2201,1201,-1
0,0,5,3,8,1,9,6,4,9,9,9876,13695,8293,19349,10940,10769,5847,1896,2993,6322,2201,1201,-1
0,0,4,3,8,1,9,6,4,9,9,9876,13695,8293,19349,10940,10769,5847,1896,2993,6322,2201,1201,-1
0,0,4,3,8,1,9,6,4,9,9,9876,13695,8294,19349,10940,10769,5847,1896,2993,6322,2201,1201,-1
0,0,4,3,8,1,9,6,4,9,9,9876,13695,8294,19349,10940,10769,5847,1896,2993,6322,2201,1202,-1
0,0,4,3,8,1,9,6,4,9,9,9876,13695,8294,19349,10940,10769,5848,1896,2993,6322,2201,1202,-1
0,0,4,3,8,1,9,6,4,8,9,9876,13695,8294,19349,10940,10769,5848,1896,2993,6322,2201,1202,-1
0,0,4,3,8,1,9,6,4,8,9,9876,13695,8294,19349,10940,10769,5848,1896,2993,6322,2201,1201,-1
0,0,4,3,8,0,9,6,4,8,9,9876,13695,8294,19349,10940,10769,5848,1896,2993,6322,2201,1201,-1
0,0,5,3,8,0,9,6,4,8,9,9876,13695,8294,19349,10940,10769,5848,1896,2993,6322,2201,1201,-1
0,0,5,3,8,0,9,6,4,8,9,9876,13694,8294,19349,10940,10769,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,0,9,6,4,8,9,9876,13694,8294,19349,10940,10769,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,0,9,6,4,7,9,9876,13694,8294,19349,10940,10769,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,1,9,6,4,7,9,9876,13694,8294,19349,10940,10769,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,2,9,6,4,7,9,9876,13694,8294,19349,10940,10769,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,2,9,6,4,7,9,9876,13695,8294,19349,10940,10769,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,2,9,6,4,7,9,9876,13695,8294,19349,10940,10769,5848,1896,2992,6322,2201,1201,-1
0,0,6,3,8,1,9,6,4,7,9,9876,13695,8294,19349,10940,10769,5848,1896,2993,6322,2201,1201,-1
0,0,6,3,8,1,9,6,4,7,9,9876,13695,8294,19349,10940,10769,5849,1896,2993,6322,2201,1201,-1
0,0,6,3,8,1,9,6,4,7,9,9876,13695,8294,19350,10940,10769,5849,1896,2993,6322,2201,1201,-1
0,0,5,3,8,1,9,6,4,7,9,9876,13695,8294,19350,10940,10769,5849,1896,2993,6322,2201,1201,-1
0,0,6,3,8,1,9,6,4,8,9,9876,13695,8294,19350,10940,10769,5849,1896,2993,6322,2201,1201,-1
0,0,5,3,8,1,9,6,4,8,9,9876,13695,8294,19350,10940,10769,5849,1896,2993,6322,2201,1201,-1
0,0,5,3,8,1,9,6,4,8,9,9876,13696,8294,19350,10940,10769,5849,1896,2993,6322,2201,1201,-1
0,0,5,3,8,1,9,6,4,8,9,9876,13696,8294,19350,10941,10769,5849,1896,2993,6322,2201,1201,-1
0,0,5,3,8,0,9,6,4,8,9,9876,13696,8294,19350,10941,10769,5849,1896,2993,6322,2201,1201,-1
0,0,5,3,8,0,9,6,4,8,9,9876,13696,8294,19350,10941,10769,5849,1896,2993,6322,2201,1202,-1
0,0,5,3,8,0,10,6,4,8,9,9876,13696,8294,19350,10941,10769,5849,1896,2993,6322,2201,1202,-1
0,0,5,3,8,0,10,6,4,8,9,9876,13696,8294,19350,10941,10769,5849,1896,2993,6322,2202,1202,-1
0,0,6,3,8,0,10,6,4,8,9,9876,13696,8294,19350,10941,10769,5849,1896,2993,6322,2202,1202,-1
0,0,6,3,8,0,10,6,4,8,9,9876,13696,8294,19351,10941,10769,5849,1896,2993,6322,2202,1202,-1
0,0,6,3,8,0,10,6,4,7,9,9876,13696,8294,19351,10941,10769,5849,1896,2993,6322,2202,1202,-1
0,0,6,3,8,0,10,6,4,7,9,9876,13696,8294,19351,10941,10769,5849,1896,2993,6322,2202,1203,-1
0,0,6,3,8,0,10,6,4,7,9,9876,13696,8294,19351,10941,10769,5849,1896,2992,6322,2202,1203,-1
0,0,6,3,8,1,10,6,4,7,9,9876,13696,8294,19351,10941,10769,5849,1896,2992,6322,2202,1203,-1
0,0,6,3,8,1,10,6,4,7,9,9876,13696,8294,19351,10941,10769,5849,1896,2992,6322,2201,1203,-1
0,0,5,3,8,1,10,6,4,7,9,9876,13696,8294,19351,10941,10769,5849,1896,2992,6322,2201,1203,-1
0,0,5,3,8,1,10,6,3,7,9,9876,13696,8294,19351,10941,10769,5849,1896,2992,6322,2201,1203,-1
0,0,5,3,8,1,10,6,3,7,8,9876,13696,8294,19351,10941,10769,5849,1896,2992,6322,2201,1203,-1
0,0,5,3,8,1,10,6,3,7,8,9876,13696,8294,19351,10941,10769,5849,1895,2992,6322,2201,1203,-1
0,0,5,3,8,1,10,6,4,7,8,9876,13696,8294,19351,10941,10769,5849,1895,2992,6322,2201,1203,-1
0,0,5,3,8,0,10,6,4,7,8,9876,13696,8294,19351,10941,10769,5849,1895,2992,6322,2201,1203,-1
0,0,5,3,8,0,10,6,4,7,8,9876,13696,8294,19351,10941,10769,5849,1895,2992,6322,2201,1204,-1
0,0,5,3,8,0,10,6,4,7,8,9876,13697,8294,19351,10941,10769,5849,1895,2992,6322,2201,1204,-1
0,0,5,3,8,1,10,6,4,7,8,9876,13697,8294,19351,10941,10769,5849,1895,2992,6322,2201,1204,-1
0,0,5,3,8,0,10,6,4,7,8,9876,13697,8294,19351,10942,10769,5849,1895,2992,6322,2201,1204,-1
0,0,5,3,8,1,10,6,4,7,8,9876,13697,8294,19351,10942,10769,5849,1895,2992,6322,2201,1204,-1
0,0,5,3,8,1,10,6,4,6,8,9876,13697,8294,19351,10942,10769,5849,1895,2992,6322,2201,1204,-1
0,0,5,3,8,1,10,6,4,6,8,9876,13697,8294,19351,10943,10769,5849,1895,2992,6322,2201,1204,-1
0,0,5,3,8,1,10,6,4,6,8,9876,13697,8294,19351,10943,10769,5849,1896,2992,6322,2201,1204,-1
0,0,6,3,8,1,10,6,4,6,8,9876,13697,8294,19351,10943,10769,5849,1896,2992,6322,2201,1204,-1
0,0,6,3,8,0,10,6,4,6,8,9876,13697,8294,19351,10943,10769,5849,1896,2992,6322,2201,1204,-1
0,0,6,3,8,1,10,6,4,6,8,9876,13697,8294,19351,10943,10769,5849,1896,2992,6323,2201,1204,-1
0,0,5,3,8,1,10,6,4,6,8,9876,13697,8294,19351,10943,10769,5849,1896,2992,6323,2201,1204,-1
0,0,5,3,8,1,10,6,4,6,8,9876,13697,8294,19351,10943,10769,5849,1896,2992,6323,2201,1203,-1
0,0,5,3,8,0,10,6,4,6,8,9876,13697,8294,19351,10943,10769,5849,1896,2992,6323,2201,1203,-1
0,0,6,3,8,0,10,6,4,6,8,9876,13697,8294,19351,10943,10769,5849,1896,2992,6323,2201,1203,-1
0,0,6,3,8,0,10,6,4,6,8,9876,13697,8294,19351,10943,10769,5849,1896,2992,6322,2201,1203,-1
0,0,6,3,8,0,10,6,4,6,8,9876,13697,8294,19351,10943,10769,5848,1896,2992,6322,2201,1203,-1
0,0,6,3,8,0,10,6,4,6,8,9875,13697,8294,19351,10943,10769,5848,1896,2992,6322,2201,1203,-1
0,0,6,3,8,0,10,6,4,6,8,9875,13698,8294,19351,10943,10769,5848,1896,2992,6322,2201,1203,-1
0,0,6,3,8,0,10,6,4,6,8,9875,13698,8294,19351,10944,10769,5848,1896,2992,6322,2201,1203,-1
0,0,6,3,8,0,10,6,4,6,8,9875,13697,8294,19351,10944,10769,5848,1896,2992,6322,2201,1203,-1
0,0,6,3,8,0,10,6,3,6,8,9875,13697,8294,19351,10944,10769,5848,1896,2992,6322,2201,1203,-1
1,0,6,3,8,0,10,6,3,6,8,9875,13697,8294,19351,10944,10769,5848,1896,2992,6322,2201,1203,-1
1,0,6,3,8,1,10,6,3,6,8,9875,13697,8294,19351,10944,10769,5848,1896,2992,6322,2201,1203,-1
1,0,6,3,8,1,10,6,3,6,8,9875,13697,8294,19351,10944,10769,5848,1896,2993,6322,2201,1203,-1
1,0,6,3,8,0,10,6,3,6,8,9875,13697,8294,19351,10944,10769,5848,1896,2993,6322,2201,1203,-1
1,0,6,3,8,0,10,6,3,6,8,9875,13697,8294,19351,10944,10769,5848,1896,2993,6322,2201,1202,-1
1,0,6,3,8,0,10,6,3,5,8,9875,13697,8294,19351,10944,10769,5848,1896,2993,6322,2201,1202,-1
2,0,6,3,8,0,10,6,3,5,8,9875,13697,8294,19351,10944,10769,5848,1896,2993,6322,2201,1202,-1
2,0,6,3,8,0,10,6,3,5,8,9875,13697,8294,19351,10944,10770,5848,1896,2993,6322,2201,1202,-1
2,0,6,3,8,0,10,6,3,5,8,9875,13696,8294,19351,10944,10770,5848,1896,2993,6322,2201,1202,-1
2,0,6,3,8,1,10,6,3,5,8,9875,13696,8294,19351,10944,10770,5848,1896,2993,6322,2201,1202,-1
2,0,6,3,8,1,10,6,3,5,8,9875,13696,8294,19351,10944,10770,5848,1896,2994,6322,2201,1202,-1
2,0,5,3,8,1,10,6,3,5,8,9875,13696,8294,19351,10944,10770,5848,1896,2994,6322,2201,1202,-1
2,0,6,3,8,1,10,6,3,5,8,9875,13696,8294,19351,10944,10770,5849,1896,2994,6322,2201,1202,-1
2,0,6,3,8,1,10,6,3,5,8,9875,13696,8294,19351,10944,10771,5849,1896,2994,6322,2201,1202,-1
2,0,6,3,8,1,10,6,4,5,8,9875,13696,8294,19351,10944,10771,5849,1896,2994,6322,2201,1202,-1
2,0,6,3,8,0,10,6,4,5,8,9875,13696,8294,19351,10944,10771,5849,1896,2994,6322,2201,1202,-1
3,0,6,3,8,1,9,6,4,5,8,9875,13694,8294,19351,10945,10773,5848,1896,2993,6322,2201,1202,-1
3,0,6,3,8,1,9,6,4,5,8,9875,13694,8294,19351,10945,10773,5848,1896,2994,6322,2201,1202,-1
3,0,6,3,8,1,9,6,3,5,8,9875,13694,8294,19351,10945,10773,5848,1896,2994,6322,2201,1202,-1
3,0,6,3,8,1,9,6,3,5,8,9875,13693,8294,19351,10945,10773,5848,1896,2994,6322,2201,1202,-1
3,0,6,3,8,0,9,6,3,5,8,9875,13694,8294,19351,10945,10773,5848,1896,2994,6322,2201,1202,-1
3,0,6,3,8,0,9,6,3,5,8,9874,13694,8294,19351,10945,10773,5848,1896,2994,6322,2201,1202,-1
3,0,6,3,8,1,9,6,3,5,8,9874,13694,8294,19351,10945,10773,5848,1896,2994,6322,2201,1202,-1
3,0,6,3,8,1,10,6,3,5,8,9874,13694,8294,19351,10945,10773,5848,1896,2994,6322,2201,1202,-1
3,0,6,3,8,1,10,6,4,5,8,9874,13694,8294,19351,10945,10773,5848,1896,2994,6322,2201,1202,-1
3,0,6,3,8,1,10,6,4,5,9,9874,13694,8294,19351,10945,10773,5848,1896,2994,6322,2201,1202,-1
2,0,6,3,8,1,10,6,4,5,9,9874,13694,8294,19351,10945,10773,5848,1896,2994,6322,2201,1202,-1
2,0,5,3,8,1,10,6,4,5,9,9874,13694,8294,19351,10945,10773,5848,1896,2994,6322,2201,1202,-1
2,0,6,3,8,1,10,6,4,5,9,9874,13694,8294,19351,10945,10773,5848,1896,2994,6323,2201,1202,-1
2,0,6,3,8,1,10,6,4,5,9,9874,13694,8294,19351,10946,10773,5848,1896,2994,6323,2201,1202,-1
2,0,6,3,8,0,10,6,4,5,9,9874,13694,8294,19351,10946,10773,5848,1896,2994,6323,2201,1202,-1
2,0,6,3,8,0,10,6,4,5,9,9874,13694,8294,19351,10947,10773,5848,1896,2994,6323,2201,1202,-1
2,0,6,3,8,0,10,6,4,5,9,9874,13694,8294,19351,10947,10773,5848,1895,2994,6323,2201,1202,-1
2,0,6,3,8,0,10,6,4,5,9,9874,13694,8294,19351,10947,10773,5848,1895,2994,6323,2202,1202,-1
2,0,6,3,8,1,10,6,4,5,9,9874,13694,8294,19351,10947,10773,5848,1895,2994,6323,2202,1202,-1
2,0,6,3,8,2,10,6,4,5,9,9874,13694,8294,19351,10947,10773,5848,1895,2994,6323,2202,1202,-1
2,0,6,3,8,2,10,6,4,5,9,9874,13694,8294,19351,10947,10773,5848,1895,2994,6323,2201,1202,-1
2,0,6,3,8,2,10,6,3,5,9,9874,13694,8294,19351,10947,10773,5848,1895,2994,6323,2201,1202,-1
2,0,6,3,8,2,10,6,3,5,9,9874,13694,8294,19351,10947,10773,5848,1895,2994,6323,2202,1202,-1
2,0,6,3,8,1,10,6,3,5,9,9874,13694,8294,19351,10947,10773,5848,1895,2994,6323,2202,1202,-1
2,0,6,3,8,0,10,6,4,6,9,9874,13694,8294,19351,10947,10773,5848,1895,2994,6323,2202,1202,-1
2,0,6,3,8,1,10,6,4,6,9,9874,13694,8294,19351,10947,10773,5848,1895,2994,6323,2202,1202,-1
2,0,6,3,8,0,10,6,4,6,9,9874,13694,8294,19351,10947,10773,5848,1895,2994,6323,2202,1201,-1
2,0,6,3,8,0,10,6,4,6,9,9874,13694,8294,19351,10947,10773,5848,1895,2994,6322,2202,1201,-1
2,0,6,3,8,0,10,6,4,6,9,9874,13694,8294,19351,10947,10773,5848,1895,2994,6322,2201,1201,-1
2,0,5,3,8,0,10,6,4,6,9,9874,13694,8294,19351,10947,10773,5848,1895,2994,6322,2201,1201,-1
2,0,5,3,8,0,10,6,4,6,9,9874,13694,8294,19351,10947,10772,5848,1895,2994,6322,2201,1201,-1
2,0,5,3,8,0,10,6,4,6,9,9874,13694,8294,19351,10947,10772,5848,1895,2994,6323,2201,1201,-1
2,0,5,3,8,0,10,6,4,7,9,9874,13694,8294,19351,10947,10772,5848,1895,2994,6323,2201,1201,-1
2,0,6,3,8,0,10,6,4,7,9,9874,13694,8294,19351,10947,10772,5848,1895,2994,6323,2201,1201,-1
3,0,6,3,8,0,10,6,4,7,9,9874,13694,8294,19351,10947,10772,5848,1895,2994,6323,2201,1201,-1
3,0,6,3,8,0,10,6,4,7,9,9874,13693,8294,19351,10947,10772,5848,1895,2994,6323,2201,1201,-1
3,0,6,3,8,0,10,6,4,7,9,9874,13693,8294,19351,10947,10771,5848,1895,2994,6323,2201,1201,-1
3,0,5,3,8,0,10,6,4,7,9,9874,13693,8294,19351,10947,10771,5848,1895,2994,6323,2201,1201,-1
3,0,6,3,8,0,10,6,4,7,9,9874,13693,8294,19351,10947,10772,5848,1896,2994,6323,2201,1201,-1
3,0,6,3,8,0,10,6,4,7,9,9874,13693,8294,19351,10947,10772,5848,1896,2995,6323,2201,1201,-1
3,0,6,3,8,0,10,6,4,7,9,9874,13693,8294,19351,10947,10772,5848,1896,2995,6322,2201,1201,-1
3,0,6,3,8,0,10,6,4,7,9,9874,13693,8294,19351,10947,10772,5848,1896,2995,6322,2200,1201,-1
3,0,6,3,8,0,10,6,4,7,9,9874,13693,8294,19351,10947,10773,5848,1896,2995,6322,2200,1201,-1
3,0,6,3,8,1,10,6,4,7,9,9874,13693,8294,19351,10947,10773,5848,1896,2995,6322,2200,1201,-1
3,0,6,3,8,1,10,6,4,7,9,9874,13694,8294,19351,10947,10773,5848,1896,2995,6322,2200,1201,-1
3,0,6,3,8,1,10,6,4,7,9,9874,13694,8294,19351,10947,10774,5848,1896,2995,6322,2200,1201,-1
3,0,6,3,8,1,10,6,4,7,9,9874,13694,8294,19351,10947,10774,5848,1896,2994,6322,2200,1201,-1
3,0,6,3,8,1,10,6,4,7,9,9874,13694,8294,19351,10947,10774,5848,1896,2994,6322,2199,1201,-1
3,0,6,3,8,1,10,6,4,7,9,9874,13694,8294,19351,10947,10774,5848,1896,2995,6322,2199,1201,-1
3,0,6,3,8,1,10,6,4,6,9,9874,13694,8294,19351,10947,10774,5848,1896,2995,6322,2199,1201,-1
3,0,5,3,8,1,10,6,4,6,9,9874,13694,8294,19351,10947,10774,5848,1896,2995,6322,2199,1201,-1
3,0,5,3,8,1,10,6,4,6,9,9874,13694,8294,19351,10948,10774,5848,1896,2995,6322,2199,1201,-1
3,0,5,3,8,0,10,6,4,6,9,9874,13694,8294,19351,10948,10774,5848,1896,2995,6322,2199,1201,-1
3,0,6,3,8,0,10,6,4,6,9,9874,13694,8294,19351,10948,10774,5848,1896,2995,6322,2199,1201,-1
3,0,6,3,8,0,10,6,4,7,9,9874,13694,8294,19351,10948,10774,5848,1896,2995,6322,2199,1201,-1
3,0,6,3,8,0,10,6,4,7,9,9874,13695,8294,19351,10948,10774,5848,1896,2995,6322,2199,1201,-1
3,0,6,3,8,0,10,6,4,7,9,9874,13695,8295,19351,10948,10774,5848,1896,2995,6322,2199,1201,-1
3,0,6,3,8,1,10,6,4,7,9,9874,13695,8295,19351,10948,10774,5848,1896,2995,6322,2199,1201,-1
3,0,6,3,8,1,10,6,4,7,9,9874,13696,8295,19351,10948,10774,5848,1896,2995,6322,2199,1201,-1
3,0,6,3,8,1,10,6,4,7,9,9874,13696,8295,19351,10948,10773,5848,1896,2995,6322,2199,1201,-1
3,0,6,3,8,1,10,6,4,6,9,9874,13696,8295,19351,10948,10773,5848,1896,2995,6322,2199,1201,-1
3,0,5,3,8,1,10,6,4,6,9,9874,13696,8295,19351,10948,10773,5848,1896,2995,6322,2199,1201,-1
3,0,5,3,8,1,10,6,4,6,9,9874,13696,8295,19351,10948,10773,5848,1896,2995,6321,2199,1201,-1
3,0,5,3,8,1,10,6,4,6,9,9874,13697,8295,19351,10948,10773,5848,1896,2995,6321,2199,1201,-1
3,0,4,3,8,1,10,6,4,6,9,9874,13697,8295,19351,10948,10773,5848,1896,2995,6321,2199,1201,-1
3,0,4,3,8,0,10,6,4,6,9,9874,13697,8295,19351,10948,10773,5848,1896,2995,6321,2199,1201,-1
3,0,3,3,8,1,10,6,4,6,9,9874,13697,8295,19351,10948,10773,5848,1896,2995,6321,2199,1201,-1
3,0,4,3,8,0,10,6,4,6,9,9874,13697,8295,19351,10948,10774,5848,1896,2995,6321,2199,1201,-1
3,0,4,3,8,0,10,6,4,6,9,9874,13697,8295,19351,10948,10774,5848,1896,2995,6320,2199,1201,-1
3,0,4,3,8,0,10,6,4,6,9,9874,13697,8295,19351,10948,10774,5848,1896,2995,6320,2200,1201,-1
3,0,4,3,8,0,10,6,4,6,9,9874,13697,8295,19351,10948,10774,5849,1896,2995,6320,2200,1201,-1
3,0,4,3,8,0,10,6,4,5,9,9874,13697,8295,19351,10948,10774,5849,1896,2995,6320,2200,1201,-1
3,0,4,3,8,0,10,6,4,5,9,9874,13696,8295,19351,10948,10774,5849,1896,2995,6320,2200,1201,-1
3,0,4,3,8,0,10,6,4,5,9,9874,13696,8295,19351,10948,10774,5849,1896,2995,6320,2200,1200,-1
3,0,4,3,8,0,10,6,4,5,9,9874,13696,8296,19351,10948,10774,5849,1896,2995,6320,2200,1200,-1
3,0,4,3,8,0,10,6,4,5,9,9874,13697,8296,19351,10948,10774,5849,1896,2995,6320,2200,1200,-1
3,0,4,3,8,1,10,6,4,5,9,9874,13697,8296,19351,10948,10774,5849,1896,2995,6320,2200,1200,-1
3,0,4,3,8,1,10,6,4,5,9,9874,13698,8296,19351,10948,10774,5849,1896,2995,6320,2200,1200,-1
3,0,4,3,8,0,10,6,4,5,9,9874,13698,8296,19351,10948,10774,5849,1896,2995,6320,2200,1200,-1
3,0,3,3,8,0,10,6,4,5,9,9874,13698,8296,19351,10948,10774,5849,1896,2995,6320,2200,1200,-1
3,0,3,3,8,0,10,6,4,5,9,9874,13698,8296,19351,10948,10774,5850,1896,2995,6320,2200,1200,-1
3,0,3,3,8,0,10,6,4,5,9,9874,13698,8296,19351,10948,10774,5850,1896,2995,6319,2200,1200,-1
3,0,4,3,8,0,10,6,4,5,9,9874,13698,8296,19351,10948,10774,5850,1896,2995,6319,2200,1200,-1
3,0,4,3,8,0,10,6,4,5,9,9874,13699,8296,19351,10948,10774,5850,1896,2995,6319,2200,1200,-1
3,0,4,3,8,1,10,6,4,5,9,9874,13699,8296,19351,10948,10774,5850,1896,2995,6319,2200,1200,-1
3,0,5,3,8,1,10,6,4,5,9,9874,13699,8296,19351,10948,10774,5850,1896,2995,6319,2200,1200,-1
3,0,5,3,8,1,10,6,4,5,9,9874,13698,8296,19351,10948,10774,5850,1896,2995,6319,2200,1200,-1
3,0,5,3,8,1,10,6,4,5,9,9874,13698,8296,19351,10948,10775,5850,1896,2995,6319,2200,1200,-1
3,0,5,3,8,1,10,6,4,5,9,9874,13698,8296,19351,10948,10775,5850,1896,2996,6319,2200,1200,-1
3,0,5,3,8,1,10,6,4,5,9,9874,13698,8295,19351,10948,10775,5850,1896,2996,6319,2200,1200,-1
3,0,4,3,8,1,10,6,4,5,9,9874,13698,8295,19351,10948,10775,5850,1896,2996,6319,2200,1200,-1
3,0,4,3,8,1,10,6,4,5,9,9874,13698,8295,19351,10948,10776,5850,1896,2996,6319,2200,1200,-1
3,0,4,3,8,1,10,6,4,5,9,9874,13698,8295,19351,10948,10776,5850,1896,2997,6319,2200,1200,-1
3,0,4,3,8,1,10,6,4,5,9,9874,13697,8295,19351,10948,10776,5850,1896,2997,6319,2200,1200,-1
3,0,5,3,8,1,10,6,4,5,9,9874,13697,8295,19351,10948,10776,5850,1896,2997,6319,2200,1200,-1
3,0,5,3,8,1,10,6,4,5,9,9874,13698,8295,19351,10948,10776,5850,1896,2997,6319,2200,1200,-1
3,0,5,3,8,1,10,6,4,5,9,9874,13698,8294,19351,10948,10776,5850,1896,2997,6319,2200,1200,-1
3,0,5,3,8,1,10,6,3,5,9,9874,13698,8294,19351,10948,10776,5850,1896,2997,6319,2200,1200,-1
3,0,6,3,8,1,10,6,3,5,9,9874,13698,8294,19351,10948,10776,5850,1896,2997,6319,2200,1200,-1
