LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
3,1,2,2,1,4,4,2,2,2,3,10521,8938,9799,10836,10530,9390,0,4016,2584,1136,0,3576,1
10,1,2,1,3,4,2,2,2,0,1,15509,4634,2359,377,384,16770,996,699,0,0,6731,2961,1
7,1,3,2,4,4,2,2,2,2,2,15774,15714,15670,15709,15546,15297,2136,2194,2220,2530,2257,2502,1
2,1,2,2,1,2,2,2,2,2,1,11446,8068,4166,5913,7876,4331,2200,1655,5610,4933,5590,5153,1
5,1,2,2,1,2,2,4,2,2,2,11437,11862,11063,11507,11628,2084,3013,0,1079,670,48,928,-1
5,1,3,1,1,4,4,4,4,3,3,11681,11705,12234,12740,12838,12818,645,3091,1729,1752,1719,2892,-1
3,1,2,1,1,2,2,2,2,2,2,6352,6824,6901,7165,7094,7199,2488,1657,1414,948,1797,928,-1
3,1,3,2,1,4,4,2,2,2,2,10201,9981,10020,10537,5467,5476,0,1367,1028,488,369,619,1
3,1,2,2,1,2,2,2,2,2,2,9196,9336,9602,10070,10180,10143,1127,1158,1314,947,979,986,1
6,1,2,2,2,4,2,2,2,2,2,14621,14666,14721,14877,12272,11981,2280,2416,2170,1449,1453,1344,1
2,1,2,1,1,2,2,2,1,1,2,7968,7961,3256,938,8273,8014,1193,699,737,5988,949,1023,1
5,1,3,2,2,4,2,2,2,2,2,13682,13289,13033,12212,9997,10060,1850,1682,1991,942,980,974,-1
3,1,1,2,3,2,2,2,2,2,2,9788,9553,9187,9631,9061,8641,1674,1185,1809,946,949,928,-1
3,1,1,2,2,2,2,2,4,3,2,10024,10227,10197,10448,7621,6048,1201,2479,1581,16,950,928,1
7,1,1,2,3,3,4,2,2,2,2,7831,7678,7070,7191,6572,6674,375,991,1118,561,949,561,-1
10,1,2,2,3,2,2,2,2,1,2,17997,17708,17825,16990,16231,16040,5559,6523,5111,6756,6296,4361,-1
10,1,2,2,3,2,2,2,2,1,2,4046,4363,4139,7161,1092,1504,1134,1655,5398,948,949,457,-1
25,1,2,2,4,1,1,1,1,1,1,3272,3227,3563,2698,3154,3187,3902,4333,3313,3743,3706,3705,-1
13,1,2,1,4,2,2,2,2,2,2,19149,16279,16381,16519,16475,16399,3207,2463,2579,3611,3576,3576,-1
5,1,1,2,4,4,2,2,2,2,2,13271,12923,12898,12736,7211,7379,2492,1927,2638,1669,748,1023,1
25,1,2,2,5,2,2,2,4,3,3,19043,19176,19638,19047,15920,9523,5559,6727,2220,5128,5788,2502,-1
5,1,2,1,5,2,2,2,2,2,2,13669,13704,12219,4930,4784,4887,1601,1148,1036,371,322,457,1
5,1,1,2,4,2,2,2,2,2,2,11458,11843,12002,11752,12143,12289,3755,3695,2579,3131,3576,1797,-1
23,1,2,2,3,0,0,0,0,0,0,306,347,364,377,384,414,0,0,0,0,0,0,-1
20,1,2,2,4,2,2,4,2,2,2,20689,20865,20592,18960,18544,14996,7052,0,4207,6432,5457,3576,-1
5,1,2,2,2,2,2,2,2,2,2,12726,11265,10777,10642,9934,9469,1291,1185,1362,1136,1027,882,-1
10,1,2,2,3,5,4,4,4,3,3,16932,16950,16999,17029,16859,16504,3343,3143,2804,2790,0,4349,1
14,1,2,2,3,2,2,4,4,3,3,17833,18105,18163,17954,17835,17665,5838,4190,0,4629,3105,3576,-1
2,1,2,2,3,2,2,2,2,2,2,6086,6322,6402,6786,6972,11317,1236,953,1150,716,596,1244,-1
10,1,2,2,4,2,2,2,2,2,2,17140,16916,16997,16769,15439,12979,3207,3091,2579,1821,1795,1797,-1
24,1,2,2,4,2,2,2,2,2,2,4784,4867,5193,5814,6285,6950,845,2463,2579,1821,2512,1797,-1
2,1,2,2,4,2,2,2,2,2,2,7592,8033,7817,6989,6158,7433,1674,1065,1004,428,4026,577,-1
5,1,1,2,4,2,2,2,2,2,2,12415,12333,11804,11897,11168,8235,1674,3731,4898,2559,3576,6452,-1
5,1,1,2,4,2,2,4,4,3,3,9089,9658,9498,10535,10731,10364,2650,0,2513,1043,0,2098,-1
6,1,2,2,4,2,2,2,2,2,2,11140,11300,11540,12161,14563,14219,2111,1655,2579,5940,2512,1797,-1
0,1,2,2,1,2,2,4,4,3,2,3926,4604,4397,4984,4835,4835,2072,0,1643,0,464,553,1
3,1,1,2,2,3,6,6,5,3,4,9344,10203,10130,10231,10927,10497,3516,147,0,2200,0,1797,-1
3,1,1,2,2,2,2,4,4,4,3,8346,8784,8663,10279,10055,9774,2788,0,4368,0,0,2030,1
6,1,1,2,2,2,2,2,2,2,3,6001,5772,6125,6557,7825,7539,1193,1655,1362,2967,0,833,-1
8,1,2,2,4,3,4,2,2,2,2,16448,16451,16429,15432,13901,13874,2486,2833,3734,2200,2187,1797,-1
13,1,2,2,4,2,2,2,2,2,2,18520,18415,18376,18398,18222,18047,3282,3285,3734,3611,3576,5139,-1
3,1,2,2,4,3,4,5,4,3,2,7366,8296,8134,7562,7409,6995,3207,0,885,0,1795,1797,-1
6,1,2,2,2,2,2,2,2,2,2,14407,14435,14536,14765,14401,14292,2240,1829,1881,1823,1854,1859,1
8,1,2,1,3,2,2,2,2,2,2,16042,16097,16284,16281,16248,15967,2486,2804,1782,1821,0,0,-1
23,1,2,2,3,2,2,2,2,2,2,16432,15004,14198,12520,12521,11310,1946,1655,1396,1119,1397,1797,-1
8,1,1,2,4,2,2,2,2,2,2,15876,15774,15729,15738,13205,13276,2194,2257,1987,1821,2809,1797,-1
7,1,1,2,3,2,2,2,2,2,2,15769,15038,15151,15039,15017,14461,2412,2463,1978,1977,1953,2108,-1
22,1,2,1,4,2,2,2,2,2,2,19779,21728,13956,8958,7337,9670,4790,2622,1079,946,6110,1797,-1
5,1,2,2,4,2,2,2,2,2,2,12344,12209,11338,11198,8348,8138,3758,3711,3218,1821,1795,1797,-1
21,1,2,2,3,2,2,2,2,2,2,12476,10055,7836,8385,8594,8558,1300,1052,1177,816,700,928,-1
6,1,2,2,3,5,4,4,4,3,1,378,424,445,447,460,493,0,0,0,0,135,6400,1
3,1,2,1,4,3,4,2,2,2,2,10091,9854,10266,10852,10370,10471,0,1504,1316,1043,1000,1190,1
5,1,2,2,3,2,2,2,2,3,2,12147,11675,11831,12561,12195,12174,2486,1656,2951,0,1795,1797,-1
5,1,2,1,3,2,2,4,2,2,2,8889,9481,9324,9735,9963,10374,2876,0,1268,1043,1887,0,-1
8,1,1,2,5,2,2,2,2,2,2,11304,11429,11687,12221,12327,12321,3013,1655,1809,2845,1795,3104,-1
6,1,3,1,4,2,2,2,2,2,2,14803,14490,14396,14561,8837,9587,1860,2180,2065,2530,3576,1797,1
2,1,2,2,4,2,2,2,2,2,2,6595,6779,6894,7091,6725,5115,966,1032,1041,518,559,0,1
5,1,3,1,5,2,2,2,2,2,0,12758,12937,13280,13670,384,414,1743,1682,1508,0,0,0,-1
26,1,1,2,6,2,2,2,2,2,2,8862,8803,6195,6928,8241,5325,5559,2463,3218,3611,2512,4016,-1
17,1,2,2,6,1,1,1,2,2,2,578,109,9164,9092,9222,9203,0,7066,1362,813,855,2502,1
2,1,2,2,6,2,2,2,2,2,2,6558,6734,6932,7388,7571,8236,961,983,1178,631,1644,0,-1
2,1,2,1,5,3,4,2,2,2,0,8131,7727,7697,8173,384,414,0,1185,885,0,0,0,-1
13,1,2,1,5,2,2,2,2,0,0,2120,19151,18960,377,384,414,7849,2463,0,0,0,0,-1
7,1,2,1,4,2,2,2,2,2,2,15772,15670,15701,15494,12429,10605,2140,2550,2459,1210,1018,1026,-1
12,1,1,2,5,1,1,1,1,1,1,709,1110,883,651,1833,1480,754,531,371,1967,464,0,-1
21,1,1,2,5,2,1,1,1,1,1,5221,7474,580,581,595,631,6731,232,287,304,301,437,-1
5,1,2,1,6,2,2,2,2,2,2,11708,11880,12141,12296,12514,13076,1677,1844,2579,2530,4648,0,-1
3,1,1,2,6,2,2,2,2,2,2,9530,9646,9873,7283,5423,5752,1674,1362,1362,946,1315,741,-1
15,1,2,2,6,2,2,2,2,2,2,19712,18745,17413,14300,12737,4016,3755,2980,984,1821,137,6608,-1
30,1,3,2,6,2,2,2,2,2,2,18216,18471,18470,18484,18309,18120,5321,3143,3218,3131,3105,3104,-1
15,1,2,2,6,3,0,0,0,1,1,306,347,364,377,866,1271,0,0,0,659,1112,1093,-1
3,1,2,1,6,4,4,4,4,5,4,9213,9379,9604,10080,10423,10615,1485,1283,1268,1492,1478,1465,1
5,1,2,2,6,2,2,2,2,2,2,13113,13009,10824,10300,10695,10620,1291,1393,1809,2540,1795,1023,-1
8,1,1,2,5,2,2,2,2,2,2,16352,16473,16559,16432,16190,16080,2876,2692,2663,2465,2661,2582,-1
8,1,2,1,5,2,2,0,0,0,0,6063,8152,5036,2996,979,1381,6894,5679,3731,799,1262,3488,-1
6,1,2,2,5,3,0,0,1,1,2,281,322,339,1631,12038,11938,0,0,2070,6430,1323,1312,-1
20,1,1,1,6,0,0,0,0,0,0,303,344,361,602,384,414,0,0,317,0,0,0,-1
28,1,2,2,10,2,2,2,2,2,2,19946,19825,19858,19667,19382,19142,4697,5454,4207,3739,4026,3799,-1
5,1,2,2,3,2,2,2,4,2,2,12874,13168,13832,13505,4990,4931,1786,2908,7,319,949,361,-1
8,1,2,2,3,4,4,4,4,3,3,8611,8782,8662,9672,9804,9840,1674,0,3409,1043,1139,0,1
5,1,2,2,2,2,2,2,2,0,0,10755,6746,5623,377,384,414,1674,1665,0,0,0,0,-1
2,1,1,2,3,2,2,2,2,2,2,7730,7502,7634,7838,7867,7739,1291,1480,1268,376,369,0,-1
8,1,1,2,3,2,2,4,2,2,2,11628,12613,12254,10176,9546,8970,5448,1,1821,1034,955,2182,1
2,1,3,1,6,5,4,2,2,2,2,6792,6510,6800,7055,6093,414,0,1375,1079,22,0,0,1
11,1,2,2,7,2,2,2,2,2,2,18239,18016,18053,17986,17753,17347,3939,3988,3939,3399,3105,3356,-1
5,1,1,2,7,2,2,0,0,0,0,10530,218,280,288,299,418,0,0,0,132,135,0,-1
13,1,3,2,3,2,2,2,2,2,2,17287,17274,17344,17444,17265,17942,3343,3436,3734,2907,6110,3576,1
2,1,1,2,4,1,2,2,4,2,2,1564,2168,3172,3046,3184,3412,897,2098,0,464,520,0,1
13,1,2,2,4,4,1,1,1,1,1,879,832,1086,1257,756,285,491,892,1175,911,1558,6547,1
5,1,3,2,4,2,2,4,4,3,2,11864,12282,12627,13061,12877,12850,2876,2098,1552,0,1559,3056,1
5,1,2,2,4,4,4,4,4,3,3,10803,10949,11208,11652,11788,11742,1579,1565,1268,1401,1478,1382,1
13,1,2,2,5,2,2,2,2,2,2,20953,20672,20460,19843,18644,14315,4315,4219,3580,3267,1755,1922,-1
8,1,2,1,5,2,2,4,6,4,3,10621,10916,11732,11997,11897,12044,2354,4190,0,0,2512,0,1
23,1,2,1,7,1,1,2,2,2,2,1509,15405,15841,14216,7607,3160,7680,4647,3293,3667,949,3154,-1
51,1,1,2,7,2,1,1,1,1,2,3873,4624,4725,3885,5326,6440,5316,5372,4723,5254,5027,5961,-1
16,1,1,2,6,2,2,2,2,2,2,19055,18811,18782,18688,18345,18099,4174,4154,4171,3300,3414,3312,-1
15,1,2,1,6,0,0,0,0,0,0,3426,347,364,377,384,414,0,0,0,0,0,0,1
6,1,2,2,6,2,2,4,2,2,2,12421,13294,13098,14003,14340,8589,3630,0,3734,3611,0,6016,-1
5,1,1,2,6,3,4,4,4,3,3,7792,7480,8295,8812,8787,8784,0,2463,1809,371,949,0,-1
0,1,1,1,6,2,1,1,2,2,1,3632,961,1720,1764,1412,679,604,1687,885,946,360,1491,-1
14,1,1,2,7,2,2,2,2,2,2,4959,5189,5291,5675,5722,5791,1193,888,1369,420,433,428,-1
18,1,1,2,9,2,2,2,2,2,1,18545,18053,18061,17936,2227,1211,3079,4190,2579,91,1047,741,-1
26,1,1,2,7,2,2,2,2,2,2,16975,17297,17329,17260,16413,15505,5563,3169,2924,129,5930,6546,-1
9,1,2,1,6,5,4,4,4,2,2,16706,16864,16924,16783,16665,19278,4259,3143,0,3249,2710,4566,1
2,1,2,1,8,4,4,4,2,2,2,7751,8058,7823,8204,8038,7967,2571,0,1460,371,363,238,1
3,1,3,1,5,5,4,4,4,3,3,4735,4490,5154,5341,5294,5634,0,2021,983,0,1478,0,1
43,1,2,2,5,0,0,0,0,0,0,14997,10249,17997,11337,13563,12626,7241,7735,6885,6553,6497,6535,-1
23,1,2,2,6,0,0,0,0,0,0,515,567,576,577,592,629,246,228,283,300,297,291,-1
9,1,2,1,7,2,2,2,2,2,2,14710,14185,14760,14688,13263,13092,2380,6407,4820,1567,1590,1398,-1
21,1,2,1,6,4,4,4,2,2,2,20563,20407,20088,19780,18288,17756,4975,16,4511,3022,3666,3104,1
23,1,2,2,6,2,2,2,2,2,2,15977,16068,16228,16514,16479,16346,3207,3143,3734,3611,3105,4609,-1
10,1,2,2,9,2,2,2,2,2,2,16990,15971,16281,16330,14311,11553,3207,3695,2585,1843,2512,1382,-1
2,1,3,1,9,2,2,2,0,1,2,5784,6983,364,377,867,924,3876,0,0,660,0,0,-1
2,1,3,2,6,2,2,2,2,2,2,8150,8063,8018,8072,8297,7824,1193,1089,1809,2530,949,928,-1
15,1,3,2,7,1,2,2,2,2,2,11027,11177,11308,12861,12902,12741,1279,1629,6427,862,0,1589,-1
18,1,1,2,8,1,2,2,2,3,2,5178,5379,5754,6287,6188,7678,897,1655,1809,0,3576,3576,-1
2,1,1,2,5,2,2,2,2,2,2,7391,7424,7827,6754,6856,7026,1029,1322,1368,681,949,928,-1
28,1,1,2,6,2,2,4,4,0,1,7634,8420,1789,368,375,2559,4549,10,0,0,2920,2177,-1
5,1,3,2,5,2,2,2,2,2,2,12707,13012,13350,3740,3781,3850,2170,2085,1082,177,181,139,-1
5,1,3,2,5,2,2,2,2,2,2,11126,9395,9086,9737,9980,10044,1388,1655,2579,1401,1139,1057,-1
10,1,2,2,5,2,2,2,2,3,2,3878,4149,4528,5219,5168,5233,831,1149,2238,0,500,495,-1
0,1,2,2,6,3,4,2,2,2,2,3247,3111,3425,3732,3829,3890,0,949,1175,371,379,381,-1
9,1,1,2,6,2,2,2,2,2,2,16988,16699,15924,15645,15575,14899,2746,2817,2739,2508,2335,1870,-1
12,1,1,2,8,1,1,1,1,1,1,1623,761,495,2841,1076,916,424,157,3499,926,648,0,-1
25,1,2,2,8,4,4,4,2,2,2,21882,21648,21342,20949,19757,18124,5978,0,4912,3829,3576,3576,1
18,1,1,2,8,1,1,1,1,1,1,4902,116,1879,2484,2314,2143,0,3722,4380,2648,2324,5170,-1
36,1,2,2,8,2,2,2,2,2,2,21372,21059,20780,20473,20009,19643,4817,4748,5029,4276,4284,4311,-1
25,1,2,2,10,0,0,0,0,1,3,1174,347,364,377,2429,2396,0,0,0,2786,0,6319,-1
14,1,2,1,8,2,2,2,2,2,2,17900,17460,17934,16955,15590,14752,4288,7142,4868,2530,2512,2502,-1
5,1,1,2,7,1,1,1,1,2,2,563,619,628,12137,12222,12241,297,559,6981,1262,3576,3451,1
15,1,1,2,7,4,4,4,2,2,2,19863,19727,19484,19442,19057,17565,3755,0,4207,0,2512,6005,1
16,1,1,2,7,2,1,1,0,0,0,2811,1571,364,377,384,414,1674,0,0,0,0,0,-1
13,1,3,1,7,2,2,2,2,2,2,10235,9733,11447,12534,12578,11668,3781,6385,5730,4645,1009,3592,-1
35,1,2,1,5,2,2,2,2,2,2,17633,17606,17694,17797,17665,17045,3501,3695,4207,4383,4026,6179,-1
26,1,2,2,5,2,2,2,2,2,2,6839,7268,8503,9703,11678,14069,1674,3695,3734,5025,5911,5564,-1
11,1,1,2,5,2,2,2,2,2,2,11518,9790,9072,9568,9689,9657,1388,1475,1598,1043,949,928,-1
41,1,1,2,8,2,2,2,2,2,2,4087,4585,3516,4049,3026,1469,1674,1185,1809,946,464,928,-1
7,1,1,2,8,2,2,2,4,3,3,11656,11790,12349,12812,12651,12869,1388,3227,1460,0,2904,1797,-1
2,1,3,1,10,1,7,6,5,3,2,6286,6021,5842,5730,5566,5422,0,60,0,0,403,437,1
6,1,2,1,7,4,4,2,2,3,2,7397,7087,7211,8213,7967,11433,0,995,2092,0,5706,1797,1
8,1,1,2,8,4,4,4,4,3,2,14166,14418,14605,14795,14535,14529,3566,2328,2065,0,2385,4146,-1
15,1,2,1,10,4,2,2,2,2,2,17978,17980,18087,18058,17846,18106,3127,3967,3223,2701,5683,3104,-1
20,1,5,2,8,1,1,1,2,1,2,4893,11315,8312,3883,9983,8596,7375,6855,1079,6207,3848,6217,-1
11,1,1,2,8,1,1,1,1,1,1,508,10583,568,568,582,11005,7278,219,273,290,6282,1072,1
46,1,2,2,8,2,2,2,2,2,2,22480,22106,14261,10966,7434,5780,5559,1185,1909,3611,949,2521,-1
16,1,2,2,8,2,2,2,1,1,2,8496,8637,8840,635,6920,6989,3759,4967,353,5797,316,316,-1
15,1,2,2,7,2,2,2,2,3,3,13329,13510,13880,14263,14279,13950,1674,2098,3409,2200,0,2372,-1
3,1,1,1,7,2,2,2,2,2,2,10355,10375,10502,10955,11045,10834,1485,1565,1623,1401,1047,2172,-1
16,1,2,2,8,1,1,1,1,1,1,1140,1784,1126,1617,2207,414,1776,782,1708,2479,0,1141,-1
14,1,1,2,8,2,2,2,2,2,2,13912,13982,14378,15032,15095,15207,1674,3695,4416,2530,3576,3576,-1
5,1,1,2,7,1,1,1,1,1,1,3597,1104,1937,520,495,414,747,2055,212,183,0,2428,-1
40,1,1,2,6,4,4,2,2,2,3,22538,22152,21854,21417,20931,20528,0,6434,6070,6241,0,5304,1
30,1,2,1,7,1,1,1,1,0,0,7005,1077,6726,377,384,414,706,6493,0,0,0,0,-1
5,1,2,2,8,4,4,4,4,3,2,12148,12614,12527,13535,13287,13308,3072,0,3506,0,1603,1581,1
7,0,2,2,8,0,0,0,0,0,0,8,10,182,3895,4665,3175,0,7717,5346,5645,5027,5839,-1
17,1,2,2,7,2,2,2,4,2,2,12362,12564,13266,13280,13859,13984,1769,3143,0,3131,3105,3104,-1
16,1,3,1,24,1,1,0,0,1,2,437,195,212,110,1792,1467,212,6,68,2893,5,217,-1
5,1,1,2,6,4,5,4,4,3,3,10868,10759,11026,11482,11613,11557,0,1655,1175,1401,1397,1382,1
5,1,2,1,7,3,4,4,4,2,2,11481,11338,6338,5650,5349,3959,0,3695,0,2553,3576,3104,-1
9,1,1,2,7,1,1,1,1,1,1,2117,1685,4152,710,384,3490,1625,4951,443,0,4022,0,-1
20,1,1,2,4,1,1,1,1,1,1,4751,855,786,3079,5574,3096,511,435,3825,5369,3565,4773,-1
2,1,2,2,5,2,2,2,2,2,2,6689,6892,7016,7156,5114,414,1291,1089,1051,561,0,0,-1
5,1,2,1,9,2,2,2,4,2,1,10475,10220,3763,2791,1829,1865,1930,1927,0,42,1966,2502,-1
5,1,2,1,3,3,4,2,2,3,3,5884,5633,6583,8351,8223,414,0,3285,3601,0,0,2777,1
6,1,3,2,5,2,2,2,2,2,2,9655,9329,9724,9325,10094,9165,1193,3165,1362,2845,949,928,-1
3,1,2,1,12,2,2,2,2,2,2,5433,5582,5756,6161,6232,6278,897,942,1398,561,513,553,-1
37,1,3,2,9,1,4,4,1,1,1,842,918,628,2275,4151,679,297,0,2677,4661,360,3924,-1
2,1,2,2,1,2,2,2,2,2,2,6633,7281,7435,7774,7821,8125,2486,1346,1362,553,1214,0,-1
3,1,2,2,2,2,2,4,4,3,3,7583,8250,8488,8603,9107,8713,2615,1475,0,2530,0,3244,-1
8,1,2,2,4,2,2,4,4,2,2,12814,13343,13134,12981,13060,12803,3450,1185,1362,1620,1644,1883,1
2,1,2,1,1,2,2,2,2,2,2,6910,7099,7239,6998,7162,7400,1291,1283,1460,946,949,928,-1
7,1,2,2,4,2,2,2,2,2,2,15620,15641,15658,15655,14245,14194,2194,2199,2328,1821,2007,1883,-1
12,1,1,2,5,2,2,2,2,2,2,18094,18000,17975,18165,17911,17698,3207,3143,5346,3131,3576,3211,-1
2,1,1,2,5,3,4,2,2,2,2,7112,6805,6897,7442,7683,7725,0,991,1362,778,654,939,-1
2,1,2,2,1,2,2,2,4,2,2,5049,5351,6427,6364,6533,6810,1208,3695,0,946,1397,0,-1
17,1,2,2,2,2,1,2,2,2,2,4698,10620,10768,11140,11232,10938,7286,1291,2066,2111,1968,2300,-1
13,1,2,2,3,2,2,2,2,2,2,18958,18547,18427,18061,16843,16515,3315,4109,2927,2469,2525,2576,-1
18,1,3,2,11,2,2,2,2,2,2,20861,20361,20292,20000,18700,18364,4949,5049,5277,3498,3573,3576,-1
24,1,2,2,9,2,2,2,2,2,2,17206,15725,15359,15134,15115,14924,2549,2009,2075,2074,2108,2172,-1
5,1,2,1,6,2,2,2,2,2,2,13652,13669,13671,13816,13845,4155,1946,1655,1809,2200,261,928,-1
10,1,1,1,18,4,4,4,4,3,3,17582,17586,17679,17643,17371,16983,3755,3544,2543,2609,5,4097,1
8,1,1,2,12,2,2,5,4,2,2,15966,16629,16458,16230,15945,15821,5559,0,0,2389,2641,2502,-1
0,1,2,3,25,5,4,4,4,3,5,3616,3453,4754,4609,5408,5187,0,3143,0,2125,0,0,1
5,1,2,2,14,2,2,2,2,2,2,13205,13421,13748,13890,13453,13466,1860,1838,1643,1752,1795,1797,-1
8,1,2,1,14,4,4,4,2,2,3,8520,8698,8585,9051,9426,9454,1674,0,1264,1913,1135,0,1
4,1,3,1,18,4,4,4,4,3,3,8560,8684,8880,9205,9302,9075,1388,1283,885,946,0,1797,1
9,1,2,1,19,4,4,2,2,2,2,17662,17267,17143,17096,16838,16574,0,2674,2782,2683,2806,4317,1
17,1,3,1,19,2,2,2,2,2,2,15637,14836,14498,14827,14804,14687,1794,2280,3218,1950,1999,1998,-1
5,1,3,2,28,2,2,2,2,2,2,17994,13646,13512,13629,10731,10401,1485,1647,1525,982,999,1039,-1
0,1,2,1,20,5,4,4,9,8,8,1909,1931,1911,1900,1945,1995,0,0,0,0,0,0,1
7,1,3,1,13,3,4,2,2,2,2,16166,15892,15398,15489,10892,12975,0,2463,2579,1409,5911,2169,-1
2,1,2,2,17,2,2,2,2,2,1,6761,6934,7013,6272,4759,4932,1309,1341,931,177,5152,2481,-1
12,1,2,2,15,2,2,2,2,2,3,2351,2969,3439,3186,3407,1646,2677,3507,3328,1643,0,4605,-1
11,1,2,1,17,2,2,2,2,2,2,18201,18121,17898,17910,17228,15714,3215,3103,3246,3131,2512,2376,-1
5,1,2,1,15,4,4,6,5,3,3,12345,13477,13264,13279,13451,13098,4370,0,0,1821,143,2853,1
11,1,2,2,13,2,2,4,2,2,2,5369,5479,4313,4657,5524,5179,2111,0,1079,3131,464,457,-1
5,1,2,1,16,3,4,2,2,2,2,13855,13534,13555,12571,5203,5009,0,2036,2110,337,332,355,-1
37,1,1,2,10,5,4,4,4,3,3,1968,1991,1966,1955,2000,2045,0,0,0,0,0,0,1
2,1,2,1,17,5,6,5,4,3,3,7647,7340,7009,6895,7311,6958,0,0,0,1300,0,1465,1
18,1,1,1,21,2,2,2,2,2,2,16478,16528,16630,16746,16615,16461,2486,2552,2663,2609,2844,4687,1
10,1,2,1,16,2,2,2,2,2,2,17913,17849,17711,17568,17354,17108,3501,3436,3734,3131,2844,2912,-1
2,1,3,1,16,3,4,2,2,3,2,6728,6453,6651,8066,7791,3618,0,1379,3218,0,949,0,1
15,1,3,1,18,4,4,4,2,2,2,20071,19938,19593,18590,15899,15338,4409,0,3734,2530,2512,2502,-1
6,1,2,1,6,2,2,2,2,2,1,11764,10941,9772,8948,771,9765,1308,1299,893,982,6202,1023,-1
8,1,1,2,8,4,4,2,2,3,2,9145,8939,9440,10401,10175,10290,0,2463,2435,0,1047,1382,1
6,1,3,1,26,4,5,4,4,3,3,8166,7875,8221,8523,8654,8615,0,1475,795,946,732,0,1
2,1,3,1,22,4,2,2,2,2,2,7509,7564,7735,8255,8170,2852,996,1185,1134,424,134,166,1
11,1,2,2,12,2,2,2,2,2,2,18128,18071,18133,18174,17903,17692,3073,3374,4008,3115,4145,5076,1
10,1,3,1,20,3,4,2,2,2,2,16274,16047,16162,16275,16072,15766,0,2820,2778,2401,2441,2295,-1
28,1,2,1,16,2,2,2,0,0,0,21185,21069,364,377,384,414,5559,0,0,0,0,0,-1
13,1,3,2,15,2,2,2,2,2,2,19168,18951,18766,18613,17419,16985,4249,4344,3667,2829,2945,2886,-1
5,1,3,2,8,2,2,2,2,2,2,12928,13250,13784,13122,8148,6722,2111,2472,3230,2530,1795,2502,-1
6,1,2,1,12,2,2,2,2,2,2,13700,14134,14305,14137,14244,14115,3755,2098,1809,2530,2322,2169,-1
7,1,3,1,13,2,2,2,2,2,2,12071,12779,13835,12855,3256,5124,3755,3695,3734,3611,3576,3576,-1
24,1,2,1,25,2,2,2,2,0,0,20728,20304,20063,377,384,414,4732,4426,0,0,0,0,1
31,1,2,2,10,4,2,2,2,3,3,19570,19556,19526,19631,19334,18962,4536,4536,5968,4062,0,3946,1
2,1,3,2,12,2,2,2,2,2,2,8071,8048,7635,7883,8090,8184,996,1089,1175,946,949,928,-1
5,1,2,1,16,2,2,2,2,2,0,10234,7228,5622,3037,929,679,977,794,894,5025,0,5735,-1
5,1,3,2,12,3,4,4,4,2,2,9285,9062,6777,6578,6710,6878,45,3436,710,543,949,587,-1
13,1,2,1,13,2,2,2,2,2,2,17885,17820,17944,17914,17727,17542,3013,3878,3218,3131,3105,4073,-1
23,1,2,2,9,2,2,2,2,2,2,15043,14970,15044,15123,15037,14861,2377,1930,2052,2039,2075,2054,-1
39,1,2,1,10,3,0,1,1,0,1,2501,2658,4453,4090,3188,6237,3129,5201,4879,3808,5605,6030,-1
16,1,3,2,11,2,2,2,2,2,2,14302,11830,11206,10303,9957,9337,2486,2492,1809,3611,3105,2519,-1
2,1,3,1,11,2,2,4,2,2,2,7394,8068,7686,8294,8377,8247,2486,0,1193,674,930,361,-1
15,1,1,2,12,2,2,2,2,2,2,1621,2296,2712,1642,1681,414,887,861,885,0,0,0,1
9,1,1,2,11,1,1,1,1,1,1,1392,8650,960,3119,893,949,7005,6548,3876,695,694,821,-1
41,1,1,1,12,0,0,0,0,0,0,302,1112,1349,358,365,396,760,1115,0,0,0,0,-1
7,1,2,1,13,2,2,2,2,2,2,15380,15381,15477,15475,10487,10378,2493,2657,2344,1075,1102,1089,-1
5,1,2,1,13,4,4,4,4,3,3,12154,12317,12580,13018,12848,13153,1674,1655,1552,0,2993,1549,-1
3,1,2,1,14,3,0,1,2,1,2,306,347,5579,7214,3040,3637,0,5987,4983,3592,2512,928,-1
2,1,2,1,25,2,2,2,2,2,2,7802,7993,6993,6494,6628,11484,988,1014,994,409,1933,2098,-1
2,1,3,2,18,2,2,2,4,3,4,4663,5631,6520,6742,8542,8298,3207,3143,885,3516,0,553,1
13,1,3,1,16,0,0,0,0,0,0,306,347,364,377,384,414,0,0,0,0,0,0,1
8,1,1,1,20,2,2,2,2,2,2,15999,16006,16014,15911,15880,16043,2728,2692,2579,2845,4868,0,-1
37,1,1,1,20,0,0,0,0,0,0,306,347,364,377,384,414,0,0,0,0,0,0,1
12,1,3,0,26,1,2,2,0,0,0,1407,2262,364,377,669,1506,1193,0,0,399,1415,680,-1
20,1,3,1,20,2,2,2,2,2,2,20875,20699,20602,20429,19745,19473,4586,4673,4697,4186,4224,4230,-1
15,1,2,1,17,0,0,0,0,0,0,3956,3713,6879,2073,11255,4355,4589,7085,2398,6334,5285,4329,-1
